Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Area,Item,hg/ha_yield
2004,1668.0,64688.88,16.33,Japan,Maize,25000
1990,494.0,5299.0,26.39,Pakistan,Potatoes,104002
1995,92.0,39.09,27.7,Mauritania,Yams,63076
2004,1410.0,3713.96,26.83,Dominican Republic,Yams,64577
2013,1220.0,17673.46,9.91,United Kingdom,Wheat,73838
1992,282.0,35.42,27.2,Mali,Yams,37108
2006,652.0,7505.3,17.78,Greece,Maize,101383
2007,250.0,5575.89,7.78,Kazakhstan,Maize,45636
1991,1604.0,99.09,24.99,Cameroon,Potatoes,16875
2013,1761.0,367778.0,17.84,Brazil,"Rice, paddy",50071
2004,1712.0,1733.07,26.64,Sri Lanka,"Rice, paddy",36516
2006,636.0,39767.0,13.06,Spain,"Rice, paddy",67992
2011,383.0,27.63,24.78,Eritrea,Sorghum,1124
2006,1010.0,40.0,24.14,Angola,Sweet potatoes,44240
1993,1440.0,6.96,26.78,Haiti,Plantains and others,65854
2002,282.0,13.13,28.18,Mali,Soybeans,15265
1994,1083.0,61357.0,25.01,India,Potatoes,166101
2012,758.0,64512.22,25.5,Mexico,"Rice, paddy",56231
2013,2702.0,1597.0,25.48,Indonesia,Maize,48441
2008,637.0,7193.7,12.5,Romania,Wheat,34222
2010,1522.0,9830.72,12.69,Chile,Potatoes,212986
1997,1342.0,22.87,25.69,Central African Republic,Sorghum,8424
1993,832.0,89282.2,12.71,Italy,Potatoes,224567
2002,2274.0,1302.49,22.47,Ecuador,Soybeans,19963
2011,537.0,62107.2,7.21,Canada,Maize,88946
2004,207.0,625.06,19.37,Tunisia,Sorghum,4504
1990,1440.0,17.14,27.11,Haiti,Plantains and others,70238
2012,1500.0,410.32,15.2,Nepal,Soybeans,9654
2008,1010.0,40.0,24.27,Angola,Maize,7946
1990,1083.0,75000.0,25.77,India,Potatoes,157136
2001,1996.0,10023.42,19.62,Guatemala,Maize,20681
1991,1083.0,72133.0,25.49,India,Soybeans,7825
1998,1761.0,118930.56,20.71,Brazil,Yams,91823
2012,1668.0,54716.4,15.53,Japan,Soybeans,17994
2001,1761.0,151523.0,22.14,Brazil,Soybeans,27105
2005,591.0,65437.73,17.32,Argentina,Sweet potatoes,154472
2012,1020.0,1670.0,20.8,Zambia,Maize,26545
1995,51.0,4391.0,20.62,Egypt,Maize,61630
2012,591.0,136185.08,18.43,Argentina,Sorghum,46534
2006,250.0,3926.27,3.88,Kazakhstan,Sorghum,24128
1998,1522.0,15373.0,6.28,Chile,"Rice, paddy",39089
2001,3240.0,85515.3,22.5,Colombia,"Rice, paddy",45472
2012,1110.0,3563.3,9.42,Austria,Maize,107025
2005,494.0,7914.31,26.04,Pakistan,Sweet potatoes,112584
1997,1083.0,52279.0,24.92,India,Soybeans,10789
1991,1187.0,65.8,26.6,Ghana,Maize,15260
2004,1668.0,64688.88,16.54,Japan,Potatoes,330734
1992,1083.0,70791.0,25.52,India,Sorghum,9820
2006,1668.0,65248.26,15.92,Japan,Soybeans,16129
2006,661.0,1816.0,19.59,Lebanon,Wheat,28998
1997,661.0,1816.0,18.99,Lebanon,Potatoes,220000
1995,1500.0,60.11,15.3,Nepal,Potatoes,85926
2013,2274.0,6471.77,21.94,Ecuador,"Rice, paddy",38210
2006,282.0,11.87,27.62,Mali,Sweet potatoes,186516
2000,593.0,33471.0,19.33,Turkey,Soybeans,29667
2002,618.0,8306.31,7.34,Belarus,Maize,32889
2004,1761.0,214725.0,24.24,Brazil,Maize,33671
2007,758.0,64501.28,22.18,Mexico,Sorghum,34947
2005,1083.0,35342.0,27.49,India,Wheat,26016
1990,2274.0,2537.0,21.82,Ecuador,"Rice, paddy",31218
2001,1083.0,43720.04,26.02,India,Potatoes,183627
2012,589.0,8141.17,11.31,Hungary,Wheat,37485
2008,1083.0,14485.33,25.23,India,Soybeans,10415
1995,1784.0,3475.08,26.05,El Salvador,Potatoes,140000
1999,3240.0,66088.0,26.77,Colombia,Soybeans,20361
2002,593.0,27915.0,12.24,Turkey,Potatoes,262966
2001,534.0,32710.0,12.29,Australia,Potatoes,328633
2013,565.0,86781.8,10.33,Ukraine,Potatoes,159664
1998,1732.0,3055.16,13.97,New Zealand,Maize,100571
1997,1300.0,3362.05,17.46,Uruguay,"Rice, paddy",65839
2006,2702.0,1597.0,27.55,Indonesia,Maize,34699
1992,2331.0,197.5,27.04,Suriname,Soybeans,7805
1999,758.0,34468.93,23.33,Mexico,Wheat,46310
1991,1083.0,72133.0,25.06,India,Wheat,22814
1998,1083.0,49157.0,27.32,India,Sweet potatoes,86907
1996,1083.0,56114.0,25.63,India,Sorghum,9591
1997,2702.0,1597.0,27.62,Indonesia,Cassava,121718
1995,3240.0,20156.23,27.3,Colombia,Yams,116198
1996,151.0,22.0,29.71,Niger,Sweet potatoes,93095
2011,1083.0,55540.0,27.02,India,"Rice, paddy",35878
2007,758.0,64501.28,21.35,Mexico,Cassava,122745
1994,2274.0,2670.0,17.4,Ecuador,Sweet potatoes,48971
2005,1083.0,35342.0,25.07,India,Soybeans,10734
2009,1342.0,22.87,26.17,Central African Republic,Plantains and others,29310
2011,1300.0,17517.76,16.9,Uruguay,"Rice, paddy",83827
1991,1083.0,72133.0,25.85,India,Sweet potatoes,83453
2000,661.0,1816.0,19.65,Lebanon,Sorghum,15556
2001,1485.0,628.79,16.59,Albania,Maize,38135
2006,700.0,38540.15,5.94,Germany,Potatoes,365680
1996,1083.0,56114.0,27.37,India,Potatoes,169913
2012,1485.0,766.25,16.7,Albania,Potatoes,250538
2004,494.0,8903.48,27.5,Pakistan,Soybeans,12450
1995,867.0,84011.0,11.69,France,Wheat,65079
2012,589.0,8141.17,11.31,Hungary,Sorghum,28081
2004,495.0,26857.0,15.49,South Africa,Potatoes,346081
2004,608.0,2361.0,9.18,Bulgaria,"Rice, paddy",49596
1997,778.0,10568.0,10.03,Netherlands,Potatoes,443191
2011,216.0,1795.94,19.78,Iraq,Wheat,19552
2007,593.0,48715.51,19.82,Turkey,Sorghum,32222
1994,1083.0,61357.0,26.46,India,Cassava,245277
1999,1083.0,46195.0,25.78,India,Potatoes,175712
1993,1083.0,66388.0,25.75,India,Wheat,23267
2011,2274.0,17529.44,17.42,Ecuador,Sorghum,15838
2006,241.0,0.55,10.56,Montenegro,Wheat,30903
2013,758.0,59920.18,20.45,Mexico,Wheat,52934
2010,700.0,40832.42,4.85,Germany,Wheat,72120
1992,1083.0,70791.0,25.69,India,Cassava,232463
2001,1668.0,78735.45,15.4,Japan,Maize,25000
1993,2702.0,1597.0,25.46,Indonesia,Sweet potatoes,93183
1994,346.0,10992.57,17.88,Morocco,Soybeans,13755
2004,2280.0,4581.73,27.22,Nicaragua,Cassava,79485
2004,537.0,36138.0,4.91,Canada,Wheat,26409
2001,1083.0,43720.04,25.59,India,Wheat,27081
2002,636.0,40727.0,17.16,Spain,Sweet potatoes,171349
1991,758.0,34468.93,19.36,Mexico,Potatoes,162351
2013,51.0,13653.0,22.91,Egypt,"Rice, paddy",95865
2012,1651.0,770.21,27.28,Guinea,Maize,12200
1998,1651.0,181.35,27.63,Guinea,Cassava,69024
2008,1784.0,3899.48,25.71,El Salvador,"Rice, paddy",79373
1999,1083.0,46195.0,25.29,India,Potatoes,175712
1999,346.0,13028.29,17.88,Morocco,Potatoes,183361
1997,1083.0,52279.0,25.21,India,Maize,17111
2009,1761.0,335742.0,22.25,Brazil,Potatoes,248299
1993,1668.0,79821.18,14.68,Japan,Potatoes,304856
2005,1668.0,63829.77,15.36,Japan,Potatoes,316341
2001,854.0,15503.0,16.2,Portugal,Maize,58929
2011,1162.0,1121.91,11.02,Slovenia,Soybeans,27290
2009,346.0,13697.0,18.73,Morocco,Wheat,21398
1992,1761.0,67003.89,21.35,Brazil,Sorghum,17190
1998,593.0,30162.0,12.56,Turkey,Wheat,22564
2012,1976.0,7194.91,24.47,Honduras,"Rice, paddy",59734
1993,495.0,16582.0,19.32,South Africa,"Rice, paddy",21710
2001,832.0,75978.0,13.23,Italy,Sweet potatoes,115008
2011,1668.0,51796.3,15.38,Japan,Potatoes,294691
2008,748.0,190.92,28.4,Burkina Faso,"Rice, paddy",24355
2005,1712.0,1742.41,26.73,Sri Lanka,Sweet potatoes,62205
1995,2702.0,1597.0,25.46,Indonesia,Cassava,116605
2004,700.0,34930.37,9.48,Germany,Wheat,81716
2010,1083.0,40093.69,25.71,India,Cassava,347555
1996,495.0,19508.0,18.49,South Africa,Maize,27043
1998,1083.0,49157.0,26.69,India,Soybeans,11001
1995,3240.0,20156.23,22.27,Colombia,"Rice, paddy",42840
2005,652.0,12083.0,17.91,Greece,"Rice, paddy",74059
2005,536.0,1431.04,5.8,Finland,Wheat,37304
1990,2702.0,2432.0,27.11,Indonesia,"Rice, paddy",43018
2002,1976.0,1772.3,24.61,Honduras,Wheat,5309
2005,282.0,14.84,28.13,Mali,Potatoes,194956
1999,1410.0,5398.0,26.66,Dominican Republic,Sweet potatoes,61874
2005,2702.0,1597.0,27.22,Indonesia,Maize,34539
2004,216.0,828.62,23.72,Iraq,Wheat,11898
2007,1712.0,1439.8,26.57,Sri Lanka,Sweet potatoes,75283
1998,495.0,24304.0,19.42,South Africa,Sweet potatoes,35722
1999,3240.0,66088.0,26.77,Colombia,Wheat,21537
2004,1976.0,3034.91,24.68,Honduras,Maize,13855
1992,1083.0,70791.0,26.41,India,Potatoes,160294
2001,151.0,31.0,29.46,Niger,Sweet potatoes,152347
1992,1668.0,79821.18,15.63,Japan,Sweet potatoes,235027
1995,1083.0,61257.0,25.24,India,Sweet potatoes,80643
1999,51.0,4823.0,22.28,Egypt,Maize,75174
2010,1212.0,953.85,20.12,Rwanda,Wheat,15631
2002,591.0,64134.56,17.58,Argentina,Potatoes,251347
1998,2041.0,536.45,24.41,Mauritius,Cassava,150000
1996,494.0,11955.0,18.72,Pakistan,Maize,15884
1994,1083.0,61357.0,25.87,India,Potatoes,166101
1990,832.0,100596.4,12.83,Italy,Wheat,29243
2013,1083.0,45620.0,27.61,India,Potatoes,227606
1992,2702.0,825.0,26.72,Indonesia,"Rice, paddy",43446
1993,2274.0,1844.0,21.86,Ecuador,Wheat,6711
2007,537.0,45140.03,7.07,Canada,Maize,85108
1998,346.0,12621.14,18.24,Morocco,"Rice, paddy",54108
2011,1500.0,342.92,15.12,Nepal,"Rice, paddy",29805
2008,1342.0,22.87,25.76,Central African Republic,Cassava,30000
2006,1485.0,943.61,15.92,Albania,Potatoes,170745
2009,593.0,37651.15,18.41,Turkey,Soybeans,36570
2006,56.0,4847.0,19.48,Libya,Maize,22246
1997,1761.0,110276.11,20.77,Brazil,Sorghum,19757
2010,1274.0,264.53,21.75,Burundi,Sorghum,10701
1990,1668.0,79821.18,16.12,Japan,Wheat,36540
2009,700.0,39289.43,9.61,Germany,Maize,97500
1997,282.0,24.28,27.38,Mali,Maize,16930
1994,346.0,10992.57,17.98,Morocco,Wheat,18111
2009,1342.0,22.87,26.17,Central African Republic,Sorghum,10000
1993,1668.0,79821.18,14.72,Japan,Wheat,34739
1994,593.0,24219.0,11.7,Turkey,Potatoes,229189
1990,1651.0,80.0,27.08,Guinea,Sweet potatoes,49493
2010,593.0,38554.69,15.6,Turkey,Maize,72614
1996,656.0,979.0,5.09,Lithuania,Maize,14201
1992,758.0,34468.93,19.14,Mexico,Cassava,93194
2005,1414.0,518.94,4.26,Norway,Wheat,48925
2006,608.0,2103.5,9.08,Bulgaria,"Rice, paddy",44080
1997,1761.0,110276.11,20.77,Brazil,Sweet potatoes,98387
2010,151.0,11.49,30.32,Niger,Wheat,19868
2000,1668.0,79821.18,15.95,Japan,Yams,226577
2013,1784.0,6005.08,26.36,El Salvador,Sweet potatoes,58333
2007,1668.0,61164.07,16.55,Japan,Potatoes,340000
2011,1761.0,345026.0,25.89,Brazil,Wheat,26602
2009,495.0,26857.0,20.71,South Africa,Sweet potatoes,30010
1998,1976.0,3495.0,25.37,Honduras,Sorghum,10970
2011,1083.0,55540.0,25.72,India,Soybeans,11998
2001,1083.0,43720.04,26.9,India,Cassava,266998
1990,2280.0,575.0,27.03,Nicaragua,"Rice, paddy",26326
1992,1083.0,70791.0,25.27,India,Sorghum,9820
2011,1083.0,55540.0,25.63,India,Soybeans,11998
2010,346.0,13697.0,18.87,Morocco,Soybeans,10000
2001,151.0,31.0,29.46,Niger,"Rice, paddy",27565
2008,1083.0,14485.33,24.25,India,Maize,24140
2012,1300.0,23506.4,17.53,Uruguay,Soybeans,23902
2001,495.0,26857.0,21.25,South Africa,Sorghum,23429
2004,1761.0,214725.0,17.88,Brazil,Soybeans,23005
1999,2274.0,14216.0,21.21,Ecuador,"Rice, paddy",35225
2007,51.0,9105.0,22.36,Egypt,Sorghum,56763
2011,1738.0,15436.91,17.03,Peru,Sweet potatoes,180910
2000,1083.0,44957.52,25.35,India,Potatoes,186443
1997,1668.0,79821.18,13.43,Japan,Sweet potatoes,243011
2007,534.0,32446.25,18.02,Australia,Maize,49103
2006,1212.0,288.72,20.02,Rwanda,Sorghum,11003
2000,51.0,4931.0,21.49,Egypt,Potatoes,235931
2013,2051.0,909.71,27.41,Jamaica,Cassava,187795
1994,3142.0,176.0,25.07,Papua New Guinea,Sweet potatoes,45000
2005,624.0,2132.0,7.72,Sweden,Potatoes,311070
1993,608.0,3777.25,9.0,Bulgaria,Maize,18609
1994,1083.0,61357.0,25.71,India,"Rice, paddy",28645
1993,59.0,994.0,25.42,Saudi Arabia,Potatoes,182880
2009,591.0,61586.56,18.16,Argentina,Soybeans,18480
1995,537.0,32223.4,7.19,Canada,Potatoes,107859
1994,1485.0,201.0,16.96,Albania,Maize,25848
1997,593.0,34431.0,18.65,Turkey,Soybeans,21053
2008,1485.0,1069.54,16.71,Albania,Potatoes,193878
1997,1083.0,52279.0,25.75,India,Soybeans,10789
2000,591.0,63265.78,17.66,Argentina,Maize,54329
1992,758.0,34468.93,15.71,Mexico,Soybeans,18388
1998,1761.0,118930.56,28.76,Brazil,Cassava,123522
2009,1292.0,268.2,25.46,Bahamas,Sweet potatoes,34560
1998,1761.0,118930.56,27.54,Brazil,Potatoes,156439
1999,2702.0,1597.0,25.26,Indonesia,Soybeans,12013
1998,3142.0,105.0,26.05,Papua New Guinea,Sorghum,29748
1994,778.0,8646.0,10.45,Netherlands,Maize,74865
1998,3240.0,60687.0,27.67,Colombia,Wheat,20497
2001,1732.0,3333.2,13.58,New Zealand,Sweet potatoes,145719
1997,2274.0,7612.0,22.88,Ecuador,Sweet potatoes,38750
1994,1113.0,3046.67,11.33,Croatia,Maize,45529
1995,1784.0,3475.08,26.05,El Salvador,Cassava,160232
2009,1784.0,3333.88,26.21,El Salvador,Sorghum,17133
2001,2702.0,1597.0,27.32,Indonesia,Cassava,129407
1998,1668.0,79821.18,16.39,Japan,Maize,24468
1991,2274.0,2377.0,21.91,Ecuador,"Rice, paddy",26921
1995,534.0,25598.0,16.95,Australia,Sorghum,18555
1996,832.0,74617.2,12.28,Italy,"Rice, paddy",58122
2010,593.0,38554.69,19.27,Turkey,Maize,72614
1993,1712.0,1753.2,26.37,Sri Lanka,Plantains and others,136250
1991,1976.0,6289.7,24.61,Honduras,Wheat,5797
1993,89.0,1021.89,17.0,Algeria,Maize,12500
1993,2274.0,1844.0,17.42,Ecuador,Sweet potatoes,36276
2011,2387.0,400.76,27.43,Guyana,Plantains and others,26306
1990,608.0,3906.0,9.51,Bulgaria,Potatoes,104986
1992,51.0,6156.0,21.11,Egypt,Wheat,52546
1998,700.0,33377.0,5.66,Germany,Potatoes,381394
2009,1083.0,28707.01,28.03,India,Maize,20238
2004,250.0,3802.92,4.18,Kazakhstan,Maize,44575
2004,74.0,68.0,28.2,Qatar,Wheat,24444
2009,494.0,3957.61,25.37,Pakistan,"Rice, paddy",35809
2009,1761.0,335742.0,22.25,Brazil,Cassava,138613
1990,494.0,5299.0,26.39,Pakistan,Wheat,18249
1999,1522.0,15373.0,13.24,Chile,Potatoes,164507
1995,593.0,27328.0,19.15,Turkey,Potatoes,237707
1999,593.0,33089.0,20.02,Turkey,Potatoes,272975
2013,534.0,45177.18,12.19,Australia,Soybeans,22336
2011,59.0,4840.3,26.57,Saudi Arabia,Potatoes,248330
2000,608.0,2876.0,9.9,Bulgaria,Potatoes,75262
1999,51.0,4823.0,22.28,Egypt,Soybeans,26367
1996,1083.0,56114.0,26.46,India,Sorghum,9591
2006,1761.0,238716.0,24.57,Brazil,Wheat,15927
2004,56.0,7306.63,19.76,Libya,Wheat,7841
2009,1083.0,28707.01,25.38,India,Wheat,29071
2009,636.0,35199.0,12.96,Spain,Soybeans,22189
2005,1761.0,232232.0,26.27,Brazil,Wheat,19735
2006,593.0,27421.0,17.71,Turkey,Sorghum,26023
2007,534.0,32446.25,17.49,Australia,Maize,49103
2010,2274.0,31637.12,21.98,Ecuador,Potatoes,87422
2010,641.0,1027.5,5.67,Latvia,Wheat,32849
2002,2051.0,909.71,27.51,Jamaica,"Rice, paddy",9091
2009,3240.0,51435.13,22.87,Colombia,Maize,26845
2001,788.0,0.3,14.62,Lesotho,Wheat,20515
2009,1668.0,60970.8,15.61,Japan,"Rice, paddy",65222
2001,1738.0,8414.17,16.95,Peru,Maize,25887
2002,589.0,8231.5,11.43,Hungary,Sorghum,16792
2011,3240.0,53797.0,27.18,Colombia,"Rice, paddy",39589
2004,1083.0,35113.0,27.16,India,Sorghum,7161
1993,2702.0,1597.0,27.51,Indonesia,Soybeans,11621
2004,151.0,26.31,29.8,Niger,"Rice, paddy",30949
1995,495.0,18025.0,19.23,South Africa,Potatoes,257634
2013,1083.0,45620.0,27.14,India,Sweet potatoes,101288
2000,151.0,62.0,29.43,Niger,"Rice, paddy",27479
2008,758.0,61732.11,17.21,Mexico,Potatoes,277258
2012,1083.0,52980.0,25.45,India,"Rice, paddy",36909
2012,1712.0,2469.47,26.42,Sudan,Sorghum,5481
1995,1083.0,61257.0,24.04,India,Wheat,25590
1991,1110.0,4487.0,8.15,Austria,Soybeans,24958
1994,346.0,10992.57,17.98,Morocco,Sorghum,4719
1998,691.0,676.63,8.34,Tajikistan,Wheat,11448
2008,1083.0,14485.33,26.83,India,"Rice, paddy",32509
2008,1761.0,312637.0,18.8,Brazil,Soybeans,28162
2009,495.0,26857.0,15.44,South Africa,Wheat,30475
1990,494.0,5299.0,24.81,Pakistan,Sweet potatoes,92141
2012,2702.0,1597.0,25.59,Indonesia,"Rice, paddy",51360
2005,593.0,40332.0,14.23,Turkey,Soybeans,33721
1994,1440.0,8.58,27.28,Haiti,Sorghum,7500
2010,630.0,1578.0,16.82,Kenya,Potatoes,224279
1999,1083.0,46195.0,24.93,India,Cassava,239523
2001,1522.0,13156.09,13.16,Chile,Sweet potatoes,69997
1998,636.0,35070.0,17.46,Spain,Sorghum,45317
2004,285.0,56.0,21.01,Namibia,Maize,11301
1998,495.0,24304.0,19.42,South Africa,Maize,21611
2000,495.0,26857.0,15.13,South Africa,Sweet potatoes,35174
1992,1083.0,70791.0,27.24,India,Maize,16758
1991,537.0,29477.5,8.13,Canada,Soybeans,24415
2008,216.0,1245.94,24.09,Iraq,Wheat,13678
2006,2051.0,909.71,27.58,Jamaica,Maize,12284
2008,1761.0,312637.0,27.54,Brazil,Wheat,25497
2013,1738.0,17942.97,17.0,Peru,Sweet potatoes,183363
1993,1083.0,66388.0,26.32,India,Sweet potatoes,85962
2013,3240.0,54563.38,27.6,Colombia,Plantains and others,84230
1996,630.0,6344.0,16.44,Kenya,Wheat,20112
2004,591.0,65003.34,18.11,Argentina,Maize,63931
2008,216.0,1245.94,24.09,Iraq,"Rice, paddy",29281
2010,74.0,68.0,28.93,Qatar,Potatoes,92000
2007,788.0,35.27,14.81,Lesotho,Maize,4877
2007,636.0,39286.0,11.89,Spain,Sorghum,36620
2002,1622.0,40925.33,27.98,Thailand,Potatoes,120717
1995,2702.0,1597.0,27.15,Indonesia,Cassava,116605
1996,282.0,26.51,27.64,Mali,Soybeans,16103
1992,494.0,5518.0,26.36,Pakistan,Sweet potatoes,104368
2011,51.0,12945.0,21.99,Egypt,Maize,77409
2002,3240.0,84023.26,27.77,Colombia,Maize,22773
2005,591.0,65437.73,17.32,Argentina,"Rice, paddy",60165
2000,495.0,26857.0,20.74,South Africa,Soybeans,16412
2011,758.0,65961.1,21.55,Mexico,Wheat,54778
2001,346.0,13842.57,18.73,Morocco,"Rice, paddy",52773
1993,1162.0,1112.0,10.19,Slovenia,Soybeans,13571
1992,1083.0,70791.0,26.78,India,Wheat,23940
1997,1761.0,110276.11,27.57,Brazil,Potatoes,152748
2000,1761.0,140423.0,18.01,Brazil,Yams,91522
2009,1996.0,13276.7,19.99,Guatemala,Cassava,12531
1995,1761.0,92967.22,26.05,Brazil,Maize,26005
2007,686.0,557.92,25.34,Senegal,Cassava,50338
1998,2702.0,1597.0,27.77,Indonesia,Potatoes,153432
1993,1761.0,75658.33,17.93,Brazil,Maize,25321
2005,1604.0,829.59,25.36,Cameroon,Sorghum,13173
2012,1083.0,52980.0,25.89,India,Cassava,385818
1999,1180.0,88.0,23.52,Uganda,Sorghum,15018
2012,1083.0,52980.0,25.3,India,Sorghum,9568
1995,416.0,17.0,19.96,Botswana,Sorghum,3597
1995,562.0,23.9,9.76,Armenia,Maize,18261
1992,1020.0,1080.0,21.85,Zambia,Maize,7311
2001,1083.0,43720.04,26.9,India,Sweet potatoes,88368
2006,758.0,50891.95,20.3,Mexico,Potatoes,248610
1997,1410.0,3846.0,27.01,Dominican Republic,Maize,11770
2004,216.0,828.62,23.72,Iraq,Sorghum,10556
2010,1187.0,378.97,27.57,Ghana,"Rice, paddy",27126
2001,1410.0,7182.0,26.78,Dominican Republic,Sweet potatoes,60250
1995,495.0,18025.0,19.23,South Africa,Sorghum,20319
2005,534.0,34310.0,16.93,Australia,Sorghum,26629
2010,1732.0,5086.0,13.54,New Zealand,Maize,107597
1992,1220.0,31077.0,9.54,United Kingdom,Potatoes,433870
2007,652.0,7345.7,18.67,Greece,"Rice, paddy",76337
2001,3240.0,85515.3,27.28,Colombia,"Rice, paddy",45472
1997,1761.0,110276.11,25.2,Brazil,Wheat,16359
1992,593.0,27110.0,16.91,Turkey,"Rice, paddy",50026
2006,1761.0,238716.0,21.82,Brazil,Potatoes,223802
1990,1761.0,49695.0,21.88,Brazil,"Rice, paddy",18803
2001,537.0,38456.0,7.77,Canada,Soybeans,15298
2013,537.0,81659.8,7.86,Canada,Wheat,35943
2002,534.0,26651.0,16.63,Australia,Wheat,21076
2004,1083.0,35113.0,25.69,India,Wheat,27132
2006,700.0,38540.15,10.55,Germany,Maize,80307
1996,2274.0,2407.0,17.23,Ecuador,"Rice, paddy",35620
1993,1083.0,66388.0,26.07,India,Sorghum,8981
2007,589.0,11178.0,11.82,Hungary,Wheat,35875
2005,1712.0,1742.41,26.73,Sri Lanka,Cassava,95186
2005,1083.0,35342.0,25.07,India,Potatoes,188908
2007,636.0,39286.0,17.24,Spain,"Rice, paddy",71228
2008,1522.0,9830.72,6.57,Chile,"Rice, paddy",57920
2011,700.0,43754.35,9.73,Germany,Soybeans,15000
1999,1668.0,79821.18,15.79,Japan,Soybeans,17301
2010,534.0,42169.39,16.72,Australia,"Rice, paddy",103895
2004,59.0,3705.6,26.2,Saudi Arabia,Potatoes,260589
2002,700.0,34431.72,10.26,Germany,Soybeans,15337
1995,2274.0,2658.0,17.7,Ecuador,Sweet potatoes,35269
1996,1761.0,101621.67,24.28,Brazil,Sorghum,18118
2000,1761.0,140423.0,20.32,Brazil,Cassava,134815
2010,495.0,26857.0,21.54,South Africa,"Rice, paddy",25885
1994,608.0,3648.5,10.23,Bulgaria,Potatoes,105070
2004,534.0,36276.0,13.74,Australia,Sweet potatoes,333333
1997,2702.0,1597.0,25.52,Indonesia,Soybeans,12125
1992,2702.0,825.0,25.17,Indonesia,Cassava,122220
2011,657.0,3340.35,20.78,Zimbabwe,"Rice, paddy",22704
2007,2702.0,1597.0,27.49,Indonesia,Soybeans,12908
1993,1083.0,66388.0,27.46,India,Potatoes,149024
1996,1622.0,21901.0,27.37,Thailand,Cassava,141581
2007,867.0,77255.0,11.75,France,Soybeans,25991
2007,447.0,148.68,12.75,Azerbaijan,"Rice, paddy",33886
1995,1604.0,48.35,25.21,Cameroon,Maize,15450
1996,1083.0,56114.0,27.37,India,Sweet potatoes,80716
1997,2280.0,3207.4,27.43,Nicaragua,Cassava,112766
2008,630.0,1578.0,16.66,Kenya,Maize,13925
1996,534.0,31185.0,11.29,Australia,Potatoes,312853
2006,1761.0,238716.0,19.35,Brazil,Soybeans,23796
1992,1761.0,67003.89,17.8,Brazil,Potatoes,140432
1998,1668.0,79821.18,16.72,Japan,Soybeans,14495
1990,1761.0,49695.0,27.65,Brazil,Yams,91489
2008,618.0,8306.31,7.75,Belarus,Maize,43890
1998,1083.0,49157.0,27.32,India,"Rice, paddy",28805
2011,1083.0,55540.0,25.81,India,Sorghum,9487
2010,1083.0,40093.69,26.51,India,Wheat,28395
2008,1083.0,14485.33,25.68,India,Maize,24140
2000,534.0,33475.0,19.89,Australia,Wheat,18209
2007,1083.0,27422.77,25.46,India,Sweet potatoes,86976
1992,59.0,994.0,24.37,Saudi Arabia,Wheat,44609
1997,1083.0,52279.0,25.58,India,Cassava,221117
1994,1784.0,3630.31,26.33,El Salvador,Maize,15245
1995,1761.0,92967.22,22.07,Brazil,Soybeans,21998
1997,1761.0,110276.11,27.57,Brazil,Yams,91773
2012,2331.0,633.92,27.4,Suriname,Maize,26364
2005,1414.0,518.94,4.26,Norway,Potatoes,230523
2002,1083.0,42482.56,26.12,India,Maize,16807
1993,1738.0,3134.0,17.56,Peru,Sorghum,45815
1994,652.0,6341.0,18.47,Greece,Maize,97800
1994,657.0,1664.0,20.64,Zimbabwe,Sweet potatoes,21105
1998,494.0,18406.0,19.15,Pakistan,Sorghum,5952
1997,1712.0,1622.4,26.66,Sri Lanka,Potatoes,102773
1991,537.0,29477.5,8.13,Canada,Maize,67098
2009,691.0,258.1,8.42,Tajikistan,Maize,98893
2010,1010.0,40.0,24.44,Angola,Potatoes,87425
1990,282.0,95.7,27.61,Mali,Cassava,72500
2002,618.0,8306.31,7.34,Belarus,Potatoes,134922
2010,1083.0,40093.69,26.51,India,Cassava,347555
2009,3240.0,51435.13,27.68,Colombia,Maize,26845
2013,92.0,26.41,28.24,Mauritania,Maize,4731
1997,2274.0,7612.0,23.0,Ecuador,"Rice, paddy",35876
2012,1712.0,2469.47,26.42,Sudan,Sweet potatoes,214286
1994,593.0,24219.0,12.83,Turkey,"Rice, paddy",50554
2008,2331.0,2108.66,27.22,Suriname,Sweet potatoes,191220
2011,589.0,8473.26,10.92,Hungary,Wheat,41994
2006,1522.0,9830.72,6.84,Chile,Wheat,44601
2008,1604.0,882.13,25.42,Cameroon,"Rice, paddy",10000
